"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"46","org.apache.tools.ant.taskdefs.AntStructure$StructurePrinter","0","0","-4","0","0","0","0","0","0","0","-4","0","-4","0","0","0","0","0","0","0"
"47","org.apache.tools.ant.types.resources.selectors.Type","0","0","-5","0","0","0","0","0","0","0","-4","0","-74","0","-3","0","0","0","0","-0.5"
"48","org.apache.tools.ant.taskdefs.Execute$PerlScriptCommandLauncher","0","0","-2","0","0","0","0","0","0","0","-1","0","-92","0","0","0","0","0","0","0.25"
"49","org.apache.tools.ant.filters.LineContains$Contains","0","0","-3","0","0","0","0","0","0","0","-3","0","-14","0","0","0","0","0","0","-0.166666666666667"
"50","org.apache.tools.ant.util.Watchdog","0","0","-7","0","0","0","0","0","0","0","-6","0","-112","0","0","0","0","0","0","-0.285714285714285"
"51","org.apache.tools.ant.helper.ProjectHelper2$AntHandler","0","0","-7","0","-4","0","0","0","0","0","-6","0","-58","0","0","0","0","0","0","0"
"52","org.apache.tools.ant.filters.HeadFilter","0","0","-10","0","0","0","1","0","0","0","-6","0","-245","0","-1","0","0","0","0","-0.150000000000002"
"53","org.apache.tools.ant.util.DeweyDecimal","0","0","-10","0","0","0","-1","0","0","0","-10","0","-291","0","0","0","0","0","0","0.300000000000001"
"54","org.apache.tools.ant.types.selectors.BaseSelector","0","0","-6","0","-5","0","0","0","0","0","-6","0","-46","0","0","0","0","0","0","-0.083333333333333"
"55","org.apache.tools.ant.util.FlatFileNameMapper","0","0","-4","0","0","0","0","0","0","0","-4","0","-20","0","0","0","0","0","0","0"
"56","org.apache.tools.ant.types.resources.selectors.And","0","0","-3","0","0","0","0","0","0","0","-3","0","-26","0","0","0","0","0","0","0"
"57","org.apache.tools.ant.types.resources.Touchable","0","0","-1","0","0","0","0","0","0","0","-1","0","-1","0","0","0","0","0","0","0"
"58","org.apache.tools.ant.taskdefs.Recorder$ActionChoices","0","0","-3","0","0","0","0","0","0","0","-2","0","-21","0","0","0","0","0","0","-0.166666666666666"
"59","org.apache.tools.ant.taskdefs.Replace$FileInput","0","0","-5","0","0","0","0","0","0","0","0","0","-88","0","-1","0","0","0","0","-0.500000000000002"
"60","org.apache.tools.ant.util.DOMElementWriter","0","0","-17","0","0","0","0","0","0","0","-13","-0.0399305555555556","-882","0","-1","0","0","0","0","-0.235294117647058"
"61","org.apache.tools.ant.taskdefs.Javac","0","0","-86","0","-1","0","-20","-485","0","0","-73","-0.0022676504433764","-1243","0","-6","0.0182876792622406","0.0210963455149502","0","0","-0.774246987951807"
"62","org.apache.tools.bzip2.BZip2Constants","0","0","-1","0","0","0","0","0","0","0","0","0","-2064","0","0","0","0","0","0","-5.5"
"63","org.apache.tools.ant.taskdefs.Execute$VmsCommandLauncher","0","0","-5","0","0","0","1","0","0","0","-3","0","-168","0","0","0","0","0","0","0"
"64","org.apache.tools.ant.taskdefs.Antlib","0","0","-8","0","0","0","0","0","0","0","-4","0","-217","0","0","0","0","0","0","-0.3125"
"65","org.apache.tools.ant.types.selectors.DependSelector","0","0","-3","0","0","0","0","0","0","0","-3","0","-76","0","0","0","0","0","0","0"
"66","org.apache.tools.ant.NoBannerLogger","0","0","-5","0","-1","-1","-1","-4","-1","0","-4","-0.166666666666667","-64","0","0","0.0389610389610389","-0.025","0","0","0.944444444444445"
"67","org.apache.tools.ant.types.resources.comparators.Name","0","0","-2","0","0","0","0","0","0","0","-1","0","-11","0","0","0","0","0","0","0"
"68","org.apache.tools.ant.types.selectors.BaseSelectorContainer","0","0","-28","0","-5","0","0","0","0","0","-28","0","-204","0","0","0","0","0","0","-0.0178571428571432"
"69","org.apache.tools.ant.types.FilterSetCollection","0","0","-5","0","0","0","0","0","0","0","-5","0","-69","0","0","0","0","0","0","-0.0999999999999996"
"70","org.apache.tools.ant.util.StringUtils","0","0","-11","0","0","-6","-2","-19","-6","0","-9","0.0208333333333333","-331","0","0","0","0.01","0","0","0.255555555555556"
"71","org.apache.tools.ant.types.resources.StringResource$1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0"
"72","org.apache.tools.ant.SubBuildListener","0","0","-2","0","0","-1","0","0","-1","0","-2","0","-2","0","0","0","0","0","0","0"
"73","org.apache.tools.ant.taskdefs.StreamPumper","0","0","-10","0","0","-1","0","0","-1","0","-8","-0.0382716049382716","-236","0","0","0","0","0","0","-0.449999999999999"
"74","org.apache.tools.ant.types.ResourceLocation","0","0","-7","0","-1","0","0","0","0","0","-7","0","-43","0","0","0","0","0","0","-0.214285714285714"
"75","org.apache.tools.ant.taskdefs.Jar","0","0","-33","0","-2","-1","-7","-49","0","-1","-14","-0.00717592592592597","-1525","0","-9","0.010108024691358","0.00797697368421052","0","-1","-0.308971774193552"
"76","org.apache.tools.ant.types.selectors.modifiedselector.ChecksumAlgorithm","0","0","-6","0","0","0","0","0","0","0","-6","0","-136","0","0","0","0","0","0","-0.166666666666668"
"77","org.apache.tools.ant.taskdefs.ResourceCount","0","0","-8","0","0","0","0","0","0","0","-8","0","-134","0","-2","0","0","0","0","-0.375"
"78","org.apache.tools.ant.taskdefs.Tar","0","0","-23","0","0","0","0","0","0","0","-10","-0.00800865800865791","-1235","-0.0476190476190476","-2","0","0","0","0","-0.326086956521742"
"79","org.apache.tools.ant.taskdefs.condition.IsFailure","0","0","-4","0","0","0","0","0","0","0","-4","0","-19","0","0","0","0","0","0","-0.125"
"80","org.apache.tools.ant.types.selectors.modifiedselector.HashvalueAlgorithm","0","0","-4","0","0","0","0","0","0","0","-4","0","-45","0","0","0","0","0","0","0"
"81","org.apache.tools.ant.taskdefs.Replace","0","0","-29","0","0","0","0","0","0","0","-16","0","-812","0","-3","0","0","0","0","-0.155172413793103"
"82","org.apache.tools.ant.util.CompositeMapper","0","0","-2","0","0","0","0","0","0","0","-2","0","-50","0","0","0","0","0","0","0"
"83","org.apache.tools.ant.util.regexp.RegexpUtil","0","0","-3","0","0","0","0","0","0","0","-3","0","-20","0","0","0","0","0","0","0"
"84","org.apache.tools.ant.types.TarFileSet","0","0","-21","0","-1","0","0","0","0","0","-15","0","-274","0","0","0","0","0","0","-0.190476190476192"
"85","org.apache.tools.ant.taskdefs.Length$ConditionHandler","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0"
"86","org.apache.tools.ant.util.facade.ImplementationSpecificArgument","0","0","-3","0","-2","0","0","0","0","0","-3","0","-25","0","0","0","0","0","0","-0.166666666666667"
"87","org.apache.tools.ant.filters.EscapeUnicode","0","0","-5","0","0","0","0","0","0","0","-4","0","-107","0","0","0","0","0","0","-0.100000000000001"
"88","org.apache.tools.ant.taskdefs.DependSet$1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"89","org.apache.tools.ant.taskdefs.Exec$StreamPumper","0","0","-3","0","0","0","0","0","0","0","-3","0","-65","0","-1","0","0","0","0","-0.833333333333332"
"90","org.apache.tools.ant.taskdefs.SubAnt","0","0","-31","0","0","0","0","0","0","0","-27","0","-793","0","-2","0","0","0","0","-0.225806451612904"
"91","org.apache.tools.ant.types.Description","0","0","-5","0","0","0","0","0","0","0","-3","0","-144","0","0","0","0","0","0","0"
"92","org.apache.tools.ant.taskdefs.Parallel$TaskRunnable","0","0","-4","0","0","0","0","0","0","0","-2","0","-108","0","-2","0","0","0","0","-0.5"
"93","org.apache.tools.ant.taskdefs.Get$Base64Converter","0","0","-1","0","0","0","0","0","0","0","0","0","-4","0","0","0","0","0","0","0"
"94","org.apache.tools.ant.taskdefs.Input","0","0","-9","0","0","0","0","0","0","0","-8","0","-201","0","-1","0","0","0","0","-0.388888888888886"
"95","org.apache.tools.ant.types.resources.comparators.Type","0","0","-2","0","0","0","0","0","0","0","-1","0","-20","0","0","0","0","0","0","0"
"96","org.apache.tools.bzip2.CRC","0","0","-8","0","0","0","0","0","0","0","0","0","-1114","0","0","0","0","0","0","-0.125"
"97","org.apache.tools.ant.types.FilterChain","0","0","-25","0","-1","0","0","0","0","0","-25","0","-189","0","0","0","0","0","0","-0.0200000000000005"
"98","org.apache.tools.ant.types.resources.selectors.InstanceOf","0","0","-9","0","0","0","0","0","0","0","-9","0","-124","0","-1","0","0","0","0","-0.277777777777779"
"99","org.apache.tools.ant.taskdefs.Replace$Replacefilter","0","0","-14","0","0","0","0","0","0","0","-9","0","-276","0","-1","0","0","0","0","-0.25"
"100","org.apache.tools.ant.util.UUEncoder","0","0","-6","0","0","0","0","0","0","0","-2","-0.07","-204","0","0","0","0","0","0","-0.333333333333336"
"101","org.apache.tools.ant.DefaultLogger","0","0","-20","0","-4","-2","-10","-37","0","-2","-12","-0.011499336576736","-420","0","0","0","0.00574966828836798","0","0","-0.8187134502924"
"102","org.apache.tools.ant.taskdefs.Execute","0","0","-34","0","0","0","0","0","0","0","-25","-0.00754296208841654","-1113","-0.0086580086580087","-7","0","0","0","0","-0.308823529411764"
"103","org.apache.tools.ant.types.resources.FileResource","0","0","-24","0","-1","-4","0","0","-4","0","-22","0","-397","0","-1","0","0","0","0","-0.0833333333333339"
"104","org.apache.tools.ant.taskdefs.Cvs","0","0","-1","0","0","0","0","0","0","0","-1","0","-4","0","0","0","0","0","0","0"
"105","org.apache.tools.ant.filters.TokenFilter$IgnoreBlank","0","0","-2","0","0","0","0","0","0","0","-2","0","-13","0","0","0","0","0","0","0"
"106","org.apache.tools.ant.types.resources.Files","0","0","-34","0","0","0","0","0","0","0","-29","0","-717","0","-2","0","0","0","0","-0.235294117647058"
"107","org.apache.tools.zip.ZipEntry","0","0","-27","0","0","0","0","0","0","0","-23","-0.0525030525030524","-407","0","0","0","0","0","0","-0.12962962962963"
"108","org.apache.tools.ant.types.EnumeratedAttribute","0","0","-10","0","-41","-1","0","0","-1","0","-8","0","-134","0","0","0","0","0","0","-0.15"
"109","org.apache.tools.ant.types.resources.Sort$1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"110","org.apache.tools.ant.types.RegularExpression","0","0","-8","0","0","0","0","0","0","0","-5","0","-110","0","-2","0","0","0","0","-0.375"
"111","org.apache.tools.ant.util.LazyHashtable","0","0","-9","0","0","0","0","0","0","0","-8","0","-60","0","0","0","0","0","0","-0.0555555555555554"
"112","org.apache.tools.zip.ZipFile$BoundedInputStream","0","0","-4","0","0","0","0","0","0","0","-2","0","-157","0","-1","0","0","0","0","-0.5"
"113","org.apache.tools.ant.taskdefs.Classloader","0","0","-10","0","0","0","0","0","0","0","-10","0","-265","0","-1","0","0","0","0","-0.300000000000001"
"114","org.apache.tools.ant.taskdefs.Javadoc$1","0","0","-2","0","0","0","0","0","0","0","-1","0","-25","0","-1","0","0","0","0","-0.25"
"115","org.apache.tools.ant.taskdefs.LogOutputStream","0","0","-7","0","-1","0","-1","0","0","0","-4","-0.0166666666666667","-62","0","-1","0","0.0047619047619048","0","0","0.166666666666666"
"116","org.apache.tools.ant.types.resources.Sort$SortedBag$MyIterator","0","0","-5","0","0","0","0","0","0","0","-3","0","-75","0","-1","0","0","0","0","-0.4"
"117","org.apache.tools.ant.taskdefs.MacroDef$Attribute","0","0","-9","0","0","0","0","0","0","0","-9","0","-111","0","0","0","0","0","0","-0.166666666666666"
"118","org.apache.tools.ant.taskdefs.MacroDef$MyAntTypeDefinition","0","0","-4","0","0","0","0","0","0","0","-4","0","-58","0","-1","0","0","0","0","-0.125"
"119","org.apache.tools.ant.types.selectors.SizeSelector","0","0","-8","0","0","0","1","0","0","0","-8","-0.312333629103815","-323","-0.298136645962733","-1","0","0","0","0","1.0625"
"120","org.apache.tools.tar.TarEntry","0","0","-35","0","0","0","0","0","0","0","-34","0","-776","0","0","0","0","0","0","-0.257142857142856"
"121","org.apache.tools.ant.filters.TokenFilter$FileTokenizer","0","0","-1","0","0","0","0","0","0","0","-1","0","-4","0","0","0","0","0","0","0"
"122","org.apache.tools.ant.taskdefs.DependSet","0","0","-15","0","0","0","0","0","0","0","-8","0","-332","0","-5","0","0","0","0","-0.166666666666664"
"123","org.apache.tools.ant.taskdefs.Javadoc$SourceFile","0","0","-4","0","0","0","0","0","0","0","-4","0","-21","0","0","0","0","0","0","-0.125"
"124","org.apache.tools.ant.taskdefs.compilers.Sj","0","0","-3","0","0","0","0","0","0","0","-2","0","-44","0","0","0","0","0","0","0"
"125","org.apache.tools.ant.taskdefs.Execute$CommandLauncher","0","0","-4","0","-2","0","0","0","0","0","-2","0","-42","0","0","0","0","0","0","0"
"126","org.apache.tools.ant.types.selectors.NoneSelector","0","0","-3","0","-1","0","0","0","0","0","-3","0","-51","0","0","0","0","0","0","0"
"127","org.apache.tools.ant.taskdefs.compilers.AptExternalCompilerAdapter","0","0","-3","0","0","0","0","0","0","0","-2","0","-51","0","0","0","0","0","0","0"
"128","org.apache.tools.ant.types.resources.URLResource","0","0","-23","0","0","0","-1","0","0","0","-18","0","-422","0","-1","0","0","0","0","-0.217391304347824"
"129","org.apache.tools.ant.taskdefs.rmic.XNewRmic","0","0","-2","0","0","0","0","0","0","0","-1","0","-19","0","0","0","0","0","0","-0.25"
"130","org.apache.tools.ant.ComponentHelper","0","0","-42","0","0","0","0","0","0","0","-26","0","-1713","0","-3","0","0","0","0","-0.238095238095241"
"131","org.apache.tools.ant.taskdefs.email.PlainMailer","0","0","-3","0","-1","0","0","0","0","0","-1","0","-251","0","0","0","0","0","0","0"
"132","org.apache.tools.ant.taskdefs.condition.FilesMatch","0","0","-6","0","0","0","0","0","0","0","-5","0","-71","0","-1","0","0","0","0","-0.333333333333334"
"133","org.apache.tools.ant.taskdefs.Execute$ScriptCommandLauncher","0","0","-2","0","0","0","0","0","0","0","-1","0","-88","0","0","0","0","0","0","0.25"
"134","org.apache.tools.ant.helper.ProjectHelperImpl$DataTypeHandler","0","0","-4","0","0","0","0","0","0","0","-4","0","-93","0","-2","0","0","0","0","-0.375"
"135","org.apache.tools.ant.taskdefs.Sync$SyncTarget","0","0","-2","0","0","0","0","0","0","0","-2","0","-10","0","0","0","0","0","0","0"
"136","org.apache.tools.ant.taskdefs.XSLTLiaison3","0","0","-1","0","0","0","0","0","0","0","-1","0","-1","0","0","0","0","0","0","0"
"137","org.apache.tools.ant.taskdefs.XSLTLiaison2","0","0","-1","0","0","0","0","0","0","0","-1","0","-1","0","0","0","0","0","0","0"
"138","org.apache.tools.ant.BuildListener","0","0","-7","0","0","0","0","0","0","0","-7","0","-7","0","0","0","0","0","0","0"
"139","org.apache.tools.ant.filters.ReplaceTokens$Token","0","0","-5","0","0","0","0","0","0","0","-5","0","-24","0","0","0","0","0","0","-0.2"
"140","org.apache.tools.ant.dispatch.DispatchUtils","0","0","-2","0","0","0","0","0","0","0","-2","0","-278","0","0","0","0","0","0","0"
"141","org.apache.tools.ant.helper.ProjectHelperImpl$TaskHandler","0","0","-4","0","0","0","0","0","0","0","-4","0","-144","0","-5","0","0","0","0","-0.625"
"142","org.apache.tools.ant.taskdefs.rmic.SunRmic","0","0","-4","0","0","0","0","0","0","0","-2","0","-162","0","0","0","0","0","0","-0.375"
"143","org.apache.tools.ant.taskdefs.FixCRLF$AddAsisRemove","0","0","-2","0","0","0","0","0","0","0","-2","0","-20","0","0","0","0","0","0","0"
"144","org.apache.tools.ant.taskdefs.Execute$MacCommandLauncher","0","0","-2","0","0","0","0","0","0","0","-1","0","-41","0","0","0","0","0","0","0"
"145","org.apache.tools.ant.DemuxInputStream","0","0","-3","0","0","0","0","0","0","0","-3","0","-34","0","-1","0","0","0","0","-0.166666666666666"
"146","org.apache.tools.ant.filters.ReplaceTokens","0","0","-14","0","0","0","0","0","0","0","-7","0","-488","0","0","0","0","0","0","-0.321428571428569"
"147","org.apache.tools.ant.helper.ProjectHelperImpl$DescriptionHandler","0","0","-2","0","0","0","0","0","0","0","-2","0","-40","0","0","0","0","0","0","0"
"148","org.apache.tools.ant.taskdefs.email.EmailAddress","0","0","-8","0","0","0","0","0","0","0","-7","0","-286","0","0","0","0","0","0","-0.125"
"149","org.apache.tools.ant.taskdefs.cvslib.CvsTagEntry","0","0","-7","0","0","0","0","0","0","0","-7","0","-96","0","0","0","0","0","0","0.428571428571429"
"150","org.apache.tools.ant.Main","0","0","-33","0","0","0","0","0","0","0","-5","0","-2282","0","0","0","0","0","0","-0.318181818181813"
"151","org.apache.tools.ant.taskdefs.Get$NullProgress","0","0","-4","0","0","0","0","0","0","0","-4","0","-10","0","0","0","0","0","0","0"
"152","org.apache.tools.ant.taskdefs.condition.ConditionBase","0","0","-25","0","-7","0","0","0","0","0","-21","0","-200","0","0","0","0","0","0","-0.0600000000000005"
"153","org.apache.tools.ant.types.Environment","0","0","-4","0","-1","0","0","0","0","0","-4","0","-51","0","0","0","0","0","0","-0.125"
"154","org.apache.tools.ant.taskdefs.Rename","0","0","-6","0","0","0","0","0","0","0","-5","0","-105","0","-1","0","0","0","0","-0.333333333333334"
"155","org.apache.tools.ant.taskdefs.compilers.Kjc","0","0","-3","0","0","0","0","0","0","0","-2","0","-145","0","0","0","0","0","0","0"
"156","org.apache.tools.zip.ZipFile$1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"157","org.apache.tools.ant.util.ConcatResourceInputStream","0","0","-10","0","0","-1","0","0","-1","0","-7","0","-158","0","-1","0","0","0","0","-0.300000000000001"
"158","org.apache.tools.ant.taskdefs.Javadoc$LinkArgument","0","0","-9","0","0","0","0","0","0","0","-9","0","-54","0","-1","0","0","0","0","-0.277777777777778"
"159","org.apache.tools.ant.taskdefs.SQLExec$Transaction","0","0","-7","0","0","0","0","0","0","0","-5","0","-155","0","-2","0","0","0","0","-0.214285714285712"
"160","org.apache.tools.ant.types.PatternSet","0","0","-23","0","-1","-2","-2","-22","-1","-2","-18","0.00324675324675316","-639","0","0","0.0113122171945702","-0.0008469791078487","0","0","0.413131313131313"
"161","org.apache.tools.ant.Project$AntRefTable","0","0","-4","0","0","0","0","0","0","0","-1","0","-32","0","0","0","0","0","0","0"
"162","org.apache.tools.ant.util.DateUtils","0","0","-11","0","0","0","0","0","0","0","-8","-0.0257142857142858","-318","-0.114285714285714","0","0","0","0","0","-0.454545454545453"
"163","org.apache.tools.ant.taskdefs.Ant$TargetElement","0","0","-3","0","0","0","0","0","0","0","-3","0","-14","0","0","0","0","0","0","-0.166666666666667"
"164","org.apache.tools.ant.types.selectors.FileSelector","0","0","-1","0","0","0","0","0","0","0","-1","0","-1","0","0","0","0","0","0","0"
"165","org.apache.tools.ant.taskdefs.AbstractJarSignerTask","0","0","-24","0","-2","0","0","0","0","0","-13","0","-352","0","-3","0","0","0","0","-0.291666666666666"
"166","org.apache.tools.ant.taskdefs.Deltree","0","0","-4","0","0","0","0","0","0","0","-3","0","-152","0","0","0","0","0","0","-0.125"
"167","org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector$ComparatorName","0","0","-2","0","0","0","0","0","0","0","-2","0","-16","0","0","0","0","0","0","0"
"168","org.apache.tools.ant.types.Assertions$BaseAssertion","0","0","-7","0","-2","0","0","0","0","0","-5","0","-80","0","0","0","0","0","0","-0.142857142857144"
"169","org.apache.tools.ant.util.facade.FacadeTaskHelper","0","0","-9","0","0","0","0","0","0","0","-9","0","-119","0","0","0","0","0","0","-0.222222222222221"
"170","org.apache.tools.ant.types.resources.selectors.Or","0","0","-3","0","0","0","0","0","0","0","-3","0","-26","0","0","0","0","0","0","0"
"171","org.apache.tools.ant.taskdefs.Delete$ReverseDirs","0","0","-5","0","0","0","0","0","0","0","-3","0","-40","0","0","0","0","0","0","-0.3"
"172","org.apache.tools.ant.taskdefs.Javadoc$JavadocOutputStream","0","0","-3","0","0","0","0","0","0","0","0","0","-73","0","-1","0","0","0","0","-0.333333333333332"
"173","org.apache.tools.ant.taskdefs.GZip","0","0","-4","0","0","0","0","0","0","0","-1","0","-74","0","0","0","0","0","0","-0.125"
"174","org.apache.tools.ant.helper.ProjectHelper2$ProjectHandler","0","0","-3","0","0","0","0","0","0","0","-3","0","-269","0","0","0","0","0","0","0"
"175","org.apache.tools.ant.taskdefs.Get$VerboseProgress","0","0","-4","0","0","0","0","0","0","0","-4","0","-46","0","0","0","0","0","0","-0.25"
"176","org.apache.tools.ant.IntrospectionHelper$AttributeSetter","0","0","-3","0","-9","-1","0","0","-1","0","0","0","-13","0","0","0","0","0","0","-0.166666666666667"
